instruction,output
I need to calculate the area of a rectangle. The length is 10 units and the width is 5 units.,"name: calculate_area
arguments:
  shape: rectangle
  measurements:
    length: 10
    width: 5"
"Hi, I was born on 1990-05-15. Can you tell me how old I am?","name: calculate_age
arguments:
  birthdate: 1990-05-15"
"Hi, I need help calculating the tip for my bill. The total amount is $50 and I want to give a 20% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 20"
"Hi, I just finished a 30-minute run and I weigh 70kg. How many calories did I burn?","name: calculate_calories_burned
arguments:
  activity: running
  duration: 30
  weight: 70"
"Hi, I need help with calculating the tip for my bill. The total bill amount is $100 and I want to give a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 100
  tip_percentage: 15"
I saw a dress that I liked. It was originally priced at $200 but it's on a 20% discount. How much would it cost now?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I need to know the distance between New York and Los Angeles. Can you help me with that?


 Sure, I can help with that. Let me calculate the distance for you. <|endoftext|>","name: calculate_distance
arguments:
  point1:
    latitude: 40.7128
    longitude: -74.006
  point2:
    latitude: 34.0522
    longitude: -118.2437"
"Hi, can you check if ""racecar"" is a palindrome?","name: check_palindrome
arguments:
  text: racecar"
"Hi, I need to track a package. The tracking number is 123456789 and the carrier is FedEx.


 Sure, I can help with that. Let me check the status of your package. <|endoftext|>","name: track_package
arguments:
  tracking_number: ""123456789""
  carrier: FedEx"
"I have some chicken, bell peppers and onions. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,bell peppers,onions"
"I have some chicken, broccoli, and cheese. Can you find me a recipe?","name: search_recipes
arguments:
  ingredients[3]: chicken,broccoli,cheese"
"Hi, I need to calculate 20% of 500. Can you help me with that?","name: calculate_percentage
arguments:
  number: 500
  percentage: 20"
"Hi, I am looking for some music recommendations. I like pop music and my favorite artist is Taylor Swift. Can you help me find some songs?


 Of course, I can help you with that. Let me find some pop songs by Taylor Swift for you. <|endoftext|>","name: search_music
arguments:
  artist: Taylor Swift
  genre: pop"
"Hi, I need help with calculating a tip. My bill amount is $85 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 85
  tip_percentage: 15"
I am in New York and I am craving for some Italian food. Can you help me find a restaurant?,"name: find_nearby_restaurants
arguments:
  location: New York
  cuisine: Italian"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  from_currency: USD
  to_currency: EUR
  amount: 1000"
"Hi, I need to know the distance between New York and Los Angeles. Can you help me with that?


 Sure, I can help with that. Let me calculate the distance for you. <|endoftext|>","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"Hi, I need to know the distance between New York and Los Angeles.


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
What is the definition of the word 'serendipity'?,"name: get_definition
arguments:
  word: serendipity"
"Hi, I need to convert 500 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from: USD
  to: EUR"
I saw a dress that I liked. It was originally priced at $200 but it's on a 20% discount. Can you tell me how much it would cost after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I would like to know my BMI. I weigh 70 kg and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
I need to evaluate the expression 2+2*2.,"name: evaluate_expression
arguments:
  expression: 2+2*2"
"Hi, I need help with calculating the tip for my bill. The total amount is $50 and I want to leave a 15% tip.","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
I need to calculate the area of a rectangle. The length is 5 units and the width is 3 units.,"name: calculate_area
arguments:
  shape: rectangle
  dimensions:
    length: 5
    width: 3"
"Can you tell me about the movie ""Inception""?","name: get_movie_details
arguments:
  title: Inception"
"Hi, I need to calculate my BMI. I weigh 75 kilograms and my height is 1.8 meters.","name: calculate_bmi
arguments:
  weight: 75
  height: 1.8"
"Hi, can you check if 'racecar' is a palindrome?","name: check_palindrome
arguments:
  input: racecar"
I saw a dress that I liked. It was originally priced at $200 but it's on a 20% discount. How much will it cost now?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"I am looking for a book but I can't remember the full title. I think it had the word ""Sun"" in it and it was written by an author named Ernest.","name: search_books
arguments:
  title: Sun
  author: Ernest"
"Hi, I am looking for a book but I can't remember the title. The author's name is George Orwell.


 Sure, I can help with that. Let me find the books written by George Orwell for you. <|endoftext|>","name: search_books
arguments:
  author: George Orwell"
"The title should be ""Meeting Notes"" and the content should be ""Discuss project timeline and deliverables"".","name: create_note
arguments:
  title: Meeting Notes
  content: Discuss project timeline and deliverables"
I want to know the latest news in technology. Can you get me 5 articles?,"name: get_news_articles
arguments:
  category: technology
  limit: 5"
I love action movies. How about something from 2010?,"name: get_movie_recommendation
arguments:
  genre: action
  release_year: 2010"
Can you find me some news articles about climate change?,"name: search_news
arguments:
  keyword: climate change"
"Hi, I need help with calculating a tip. My bill amount is $50 and I want to leave a 15% tip. 


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_tip
arguments:
  bill_amount: 50
  tip_percentage: 15"
"The name is John Doe, email is johndoe@example.com and phone number is 123-456-7890.","name: add_contact
arguments:
  name: John Doe
  email: johndoe@example.com
  phone: 123-456-7890"
"Hi, I need to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hi, I was born on 1990-05-15. Can you tell me how old I am today?","name: calculate_age
arguments:
  birthdate: 1990-05-15"
I want to know the latest news about technology.,"name: search_news
arguments:
  keywords[1]: technology
  category: technology"
"Hi, I need to ship a package to New York. It weighs around 5 kilograms. Can you tell me how much it would cost if I use express shipping?","name: calculate_shipping_cost
arguments:
  weight: 5
  destination: New York
  shipping_method: express"
"Hi, can you tell me the distance between New York and Los Angeles?


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
I saw a dress that I liked. It was priced at $100. The store is offering a 20% discount and the tax rate is 5%. Can you tell me how much I will have to pay if I buy it?,"name: calculate_discounted_price
arguments:
  original_price: 100
  discount_percentage: 20
  tax_percentage: 5"
I would like a password that is 12 characters long and has high complexity.,"name: generate_random_password
arguments:
  length: 12
  complexity: high"
"I have some chicken, broccoli, and cheese. Can you find a recipe for me?","name: search_recipes
arguments:
  ingredients[3]: chicken,broccoli,cheese"
"The title is ""Project Discussion"", it should start at 10:00 AM and end at 11:00 AM. The location is Conference Room 1.","name: create_event
arguments:
  title: Project Discussion
  start_time: ""10:00 AM""
  end_time: ""11:00 AM""
  location: Conference Room 1"
"Sure, it's www.mywebsite.com.","name: generate_qr_code
arguments:
  text: www.mywebsite.com
  size: 500"
"Hi, I need help with calculating a tip. My bill total is $50 and I want to leave a 20% tip.","name: calculate_tip
arguments:
  bill_total: 50
  tip_percentage: 20"
I saw a dress that I liked. It was originally priced at $200 but it's on a 20% discount. Can you tell me how much it would cost after the discount?,"name: calculate_discount
arguments:
  original_price: 200
  discount_percentage: 20"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"Hi, I need to calculate the square root of 81. Can you help me with that?


 Of course, I can help with that. Let me do the calculations for you. <|endoftext|>","name: calculate_square_root
arguments:
  number: 81"
"Hi, can you tell me the current price of Apple's stock?","name: get_stock_price
arguments:
  symbol: AAPL"
"Here it is - ""The sun sets in the west, painting the sky with hues of red and gold. The world is quiet, the day is old. The stars begin their watch, twinkling in the night. All is calm, all is bright.""","name: analyze_sentiment
arguments:
  text: ""The sun sets in the west, painting the sky with hues of red and gold. The world is quiet, the day is old. The stars begin their watch, twinkling in the night. All is calm, all is bright."""
I need some motivation. Can you give me a motivational quote?,"name: generate_random_quote
arguments:
  category: motivational"
"Hi, I would like to calculate my BMI. I am 1.75 meters tall and weigh 70 kilograms.","name: calculate_bmi
arguments:
  height: 1.75
  weight: 70"
I want to watch a movie but I can't decide. Can you suggest me a movie with Leonardo DiCaprio?,"name: search_movies
arguments:
  query: Leonardo DiCaprio
  actor: Leonardo DiCaprio"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Hey, I need a random number between 1 and 100.","name: generate_random_number
arguments:
  min: 1
  max: 100"
"I need to generate an invoice for my client, John Doe. The total amount is $5000 and the due date is 2022-05-30.","name: generate_invoice
arguments:
  client_name: John Doe
  amount: 5000
  due_date: 2022-05-30"
I am in New York and I am craving for Italian food. Can you suggest some affordable restaurants?,"name: search_restaurants
arguments:
  location: New York
  cuisine: Italian
  price_range: affordable"
